anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,371,84783,4.37587723954095,ILI
2024,43,334,84783,3.93946899732258,ILI
2024,44,313,84783,3.69177783282026,ILI
2024,45,439,84783,5.17792481983416,ILI
2024,46,518,84783,6.10971539105717,ILI
2024,47,537,84783,6.33381692084498,ILI
2024,48,539,82978,6.49569765480007,ILI
2024,49,618,82978,7.44775723685796,ILI
2024,50,676,82978,8.14673768950806,ILI
2024,51,798,81850,9.74954184483812,ILI
2024,52,881,79603,11.0674220820823,ILI
2025,1,1035,80692,12.8265503395628,ILI
2025,2,1268,80692,15.714073266247,ILI
2025,3,1258,79074,15.9091483926449,ILI
2025,4,1393,79074,17.6164099451147,ILI
2025,5,1265,79074,15.9976730657359,ILI
2025,6,1028,77471,13.2694814833938,ILI
2025,7,946,75929,12.4590077572469,ILI
2025,8,789,69984,11.2740054869685,ILI
2025,9,447,60812,7.35052292310728,ILI
