anno,settimana,numero_casi,numero_assistiti,incidenza,target
2024,42,4935,551632,8.94618151231256,ILI
2024,43,4659,549214,8.48303211498614,ILI
2024,44,4454,554579,8.03131744981328,ILI
2024,45,5195,558335,9.30444983746317,ILI
2024,46,5307,559970,9.47729342643356,ILI
2024,47,5553,562041,9.88006213069865,ILI
2024,48,5810,556598,10.4384133611691,ILI
2024,49,6005,556397,10.792653447089,ILI
2024,50,6519,556553,11.7131701742691,ILI
2024,51,6654,556773,11.9510105554687,ILI
2024,52,5809,526584,11.0314783586284,ILI
2025,1,6815,539646,12.6286491514808,ILI
2025,2,8737,568443,15.3700546932586,ILI
2025,3,9474,569737,16.6287251837251,ILI
2025,4,9859,559240,17.6292825978113,ILI
2025,5,9734,559509,17.3973966459878,ILI
2025,6,8579,549223,15.6202489699084,ILI
2025,7,7713,550471,14.0116373069608,ILI
2025,8,7150,551102,12.9740048121763,ILI
2025,9,6019,544021,11.0639111357834,ILI
2025,10,4894,539783,9.06660639553302,ILI
2025,11,4550,537744,8.4612752536523,ILI
2025,12,4022,529602,7.59438219644186,ILI
2025,13,3546,513703,6.90282128000031,ILI
2025,14,3125,482617,6.47511380660027,ILI
2025,15,2879,465033,6.19095849111783,ILI
2025,16,2129,408596,5.21052580054626,ILI
2025,17,1325,335668,3.94735274139924,ILI
