anno,settimana,incidenza,numero_casi,numero_assistiti
2017,42,0.89,1194,1339814
2017,43,0.85,1147,1347928
2017,44,0.95,1273,1345992
2017,45,1.24,1680,1356139
2017,46,1.6,2204,1379471
2017,47,1.85,2553,1378704
2017,48,2.38,3294,1383958
2017,49,3.11,4305,1382389
2017,50,4.74,6571,1386974
2017,51,7.21,10017,1389974
2017,52,11.45,15720,1372341
2018,01,13.8,18925,1371803
2018,02,14.73,20407,1385719
2018,03,13.87,19155,1380695
2018,04,12.69,17390,1370445
2018,05,10.72,14555,1357527
2018,06,8.97,12028,1341635
2018,07,7.12,9464,1328953
2018,08,6.24,8181,1310756
