anno,settimana,incidenza,numero_casi,numero_assistiti,target
2017,44,0.0,0.0,0.0,ILI
2017,45,0.0,0.0,2966.0,ILI
2017,46,1.58,11.0,6946.0,ILI
2017,47,1.9,9.0,4744.0,ILI
2017,48,2.37,20.0,8450.0,ILI
2017,49,2.51,25.0,9950.0,ILI
2017,50,5.43,48.0,8844.0,ILI
2017,51,5.33,24.0,4501.0,ILI
2017,52,4.18,29.0,6946.0,ILI
2018,1,11.49,127.0,11050.0,ILI
2018,2,11.66,81.0,6946.0,ILI
2018,3,9.79,68.0,6946.0,ILI
2018,4,7.34,51.0,6946.0,ILI
2018,5,11.4,115.0,10086.0,ILI
2018,6,10.72,73.0,6808.0,ILI
2018,7,7.33,70.0,9546.0,ILI
2018,8,8.4,55.0,6546.0,ILI
2018,9,8.2,66.0,8046.0,ILI
2018,10,4.41,30.0,6808.0,ILI
2018,11,2.11,17.0,8046.0,ILI
2018,12,1.75,10.0,5704.0,ILI
2018,13,1.4,8.0,5708.0,ILI
