anno,settimana,incidenza,numero_casi,numero_assistiti
2017,44,0.65,59.0,90234.0
2017,45,1.05,119.0,112976.0
2017,46,1.46,163.0,111782.0
2017,47,1.81,202.0,111612.0
2017,48,2.64,317.0,119989.0
2017,49,4.08,533.0,130550.0
2017,50,5.97,739.0,123762.0
2017,51,8.28,946.0,114226.0
2017,52,13.44,1647.0,122525.0
2018,01,16.79,2076.0,123635.0
2018,02,14.87,1885.0,126763.0
2018,03,12.08,1544.0,127768.0
2018,04,9.14,1172.0,128209.0
2018,05,8.17,1005.0,123049.0
2018,06,6.33,799.0,126245.0
2018,07,5.62,718.0,127843.0
2018,08,5.49,617.0,112295.0
2018,09,4.23,491.0,116084.0
2018,10,2.71,324.0,119531.0
2018,11,2.37,299.0,126209.0
