anno,settimana,incidenza,numero_casi,numero_assistiti,target
2017,42,0.89,1194,1339814,ILI
2017,43,0.85,1147,1347928,ILI
2017,44,0.95,1273,1345992,ILI
2017,45,1.24,1680,1356139,ILI
2017,46,1.6,2204,1379471,ILI
2017,47,1.85,2553,1378704,ILI
2017,48,2.38,3294,1383958,ILI
2017,49,3.11,4305,1382389,ILI
2017,50,4.74,6571,1386974,ILI
2017,51,7.21,10017,1389974,ILI
2017,52,11.45,15720,1372341,ILI
2018,1,13.8,18925,1371803,ILI
2018,2,14.73,20407,1385719,ILI
2018,3,13.87,19155,1380695,ILI
2018,4,12.69,17390,1370445,ILI
2018,5,10.72,14555,1357527,ILI
2018,6,8.97,12028,1341635,ILI
2018,7,7.12,9464,1328953,ILI
2018,8,6.24,8181,1310756,ILI
2018,9,4.74,6143,1294863,ILI
2018,10,3.62,4630,1277805,ILI
2018,11,2.63,3299,1256023,ILI
2018,12,2.15,2654,1233288,ILI
2018,13,1.73,2053,1189607,ILI
