anno,settimana,incidenza,numero_casi,numero_assistiti
2017,44,0.97,11.0,11386.0
2017,45,2.19,27.0,12355.0
2017,46,2.18,32.0,14671.0
2017,47,1.24,17.0,13763.0
2017,48,1.7,32.0,18777.0
2017,49,1.87,35.0,18677.0
2017,50,2.44,36.0,14735.0
2017,51,1.94,14.0,7217.0
2017,52,3.33,37.0,11113.0
2018,01,5.0,99.0,19788.0
2018,02,6.34,151.0,23819.0
2018,03,9.82,190.0,19349.0
2018,04,11.53,228.0,19780.0
2018,05,10.61,220.0,20739.0
2018,06,9.64,163.0,16900.0
2018,07,7.02,127.0,18081.0
2018,08,5.57,97.0,17412.0
2018,09,5.83,91.0,15605.0
2018,10,4.91,77.0,15681.0
