anno,settimana,incidenza,numero_casi,numero_assistiti,target
2017,44,0.18,2.0,11220.0,ILI
2017,45,1.07,13.0,12194.0,ILI
2017,46,0.46,7.0,15090.0,ILI
2017,47,0.21,2.0,9707.0,ILI
2017,48,1.12,15.0,13362.0,ILI
2017,49,1.56,27.0,17317.0,ILI
2017,50,1.85,31.0,16721.0,ILI
2017,51,3.66,25.0,6829.0,ILI
2017,52,11.66,90.0,7717.0,ILI
2018,1,8.23,120.0,14574.0,ILI
2018,2,15.44,219.0,14184.0,ILI
2018,3,17.41,253.0,14536.0,ILI
2018,4,15.25,181.0,11867.0,ILI
2018,5,9.81,132.0,13460.0,ILI
2018,6,11.25,179.0,15905.0,ILI
2018,7,8.16,98.0,12009.0,ILI
2018,8,7.29,96.0,13166.0,ILI
2018,9,4.54,48.0,10566.0,ILI
2018,10,3.35,28.0,8355.0,ILI
2018,11,1.28,11.0,8575.0,ILI
2018,12,3.63,43.0,11842.0,ILI
2018,13,0.8,5.0,6286.0,ILI
2018,14,0.98,8.0,8197.0,ILI
2018,15,0.07,1.0,13447.0,ILI
2018,16,0.19,1.0,5247.0,ILI
2018,17,0.06,1.0,17774.0,ILI
