anno,settimana,incidenza,numero_casi,numero_assistiti,target
2017,44,0.76,10.0,13245.0,ILI
2017,45,0.0,0.0,1910.0,ILI
2017,46,0.99,15.0,15122.0,ILI
2017,47,2.17,25.0,11536.0,ILI
2017,48,1.84,40.0,21684.0,ILI
2017,49,3.51,133.0,37857.0,ILI
2017,50,4.6,63.0,13703.0,ILI
2017,51,3.43,24.0,6995.0,ILI
2017,52,12.95,213.0,16450.0,ILI
2018,1,13.17,554.0,42059.0,ILI
2018,2,13.95,374.0,26810.0,ILI
2018,3,13.99,678.0,48477.0,ILI
2018,4,21.06,281.0,13343.0,ILI
2018,5,13.46,325.0,24154.0,ILI
2018,6,10.26,182.0,17736.0,ILI
2018,7,8.09,294.0,36344.0,ILI
