anno,settimana,incidenza,numero_casi,numero_assistiti
2017,44,1.32,44.0,33322.0
2017,45,1.66,60.0,36217.0
2017,46,2.49,90.0,36135.0
2017,47,2.35,86.0,36579.0
2017,48,3.39,139.0,41015.0
2017,49,4.81,270.0,56133.0
2017,50,5.67,277.0,48852.0
2017,51,8.35,304.0,36397.0
2017,52,14.48,703.0,48544.0
2018,01,18.07,1007.0,55713.0
2018,02,15.9,988.0,62138.0
2018,03,12.22,701.0,57354.0
2018,04,11.44,582.0,50872.0
2018,05,9.34,493.0,52778.0
2018,06,7.04,405.0,57535.0
2018,07,5.63,278.0,49376.0
2018,08,5.96,279.0,46813.0
2018,09,4.74,192.0,40484.0
2018,10,4.44,193.0,43499.0
2018,11,3.66,149.0,40691.0
