anno,settimana,incidenza,numero_casi,numero_assistiti,target
2017,44,0.0,0.0,0.0,ILI
2017,45,0.37,1.0,2732.0,ILI
2017,46,0.0,0.0,0.0,ILI
2017,47,0.0,0.0,0.0,ILI
2017,48,0.0,0.0,0.0,ILI
2017,49,0.0,0.0,0.0,ILI
2017,50,0.0,0.0,0.0,ILI
2017,51,0.0,0.0,0.0,ILI
2017,52,0.0,0.0,0.0,ILI
2018,1,0.0,0.0,0.0,ILI
2018,2,20.03,51.0,2546.0,ILI
2018,3,19.33,52.0,2690.0,ILI
2018,4,43.19,26.0,602.0,ILI
2018,5,13.0,50.0,3846.0,ILI
2018,6,8.46,11.0,1300.0,ILI
2018,7,0.0,0.0,0.0,ILI
2018,8,0.0,0.0,0.0,ILI
2018,9,0.0,0.0,0.0,ILI
2018,10,2.71,4.0,1478.0,ILI
2018,11,0.0,0.0,0.0,ILI
2018,12,0.0,0.0,0.0,ILI
2018,13,0.0,0.0,0.0,ILI
2018,14,0.0,0.0,0.0,ILI
2018,15,0.0,0.0,0.0,ILI
2018,16,0.0,0.0,0.0,ILI
