anno,settimana,incidenza,numero_casi,numero_assistiti,target
2017,44,2.4,43.0,17945.0,ILI
2017,45,3.11,42.0,13490.0,ILI
2017,46,3.2,46.0,14397.0,ILI
2017,47,3.11,46.0,14799.0,ILI
2017,48,2.82,36.0,12758.0,ILI
2017,49,5.62,132.0,23492.0,ILI
2017,50,4.45,74.0,16614.0,ILI
2017,51,5.42,83.0,15308.0,ILI
2017,52,14.97,264.0,17631.0,ILI
2018,1,17.25,358.0,20748.0,ILI
2018,2,15.44,353.0,22863.0,ILI
2018,3,13.99,376.0,26881.0,ILI
2018,4,8.75,168.0,19197.0,ILI
2018,5,8.54,197.0,23076.0,ILI
2018,6,6.52,145.0,22229.0,ILI
2018,7,5.84,135.0,23114.0,ILI
2018,8,4.31,83.0,19250.0,ILI
2018,9,4.11,85.0,20667.0,ILI
2018,10,3.05,69.0,22607.0,ILI
2018,11,1.9,32.0,16881.0,ILI
2018,12,1.45,26.0,17980.0,ILI
2018,13,1.63,18.0,11074.0,ILI
2018,14,0.85,14.0,16483.0,ILI
2018,15,1.06,18.0,16940.0,ILI
2018,16,1.58,26.0,16408.0,ILI
