anno,settimana,incidenza,numero_casi,numero_assistiti,target
2017,44,0.25,3.0,11800.0,ILI
2017,45,1.68,8.0,4753.0,ILI
2017,46,0.72,5.0,6945.0,ILI
2017,47,0.68,4.0,5850.0,ILI
2017,48,1.33,7.0,5259.0,ILI
2017,49,3.21,30.0,9333.0,ILI
2017,50,4.32,30.0,6945.0,ILI
2017,51,6.41,55.0,8577.0,ILI
2017,52,12.27,121.0,9860.0,ILI
2018,1,13.16,179.0,13602.0,ILI
2018,2,17.18,227.0,13210.0,ILI
2018,3,12.15,138.0,11354.0,ILI
2018,4,11.62,115.0,9899.0,ILI
2018,5,14.6,116.0,7943.0,ILI
2018,6,7.36,78.0,10600.0,ILI
