anno,settimana,incidenza,numero_casi,numero_assistiti
2017,44,1.06,4.0,3785.0
2017,45,1.19,6.0,5045.0
2017,46,2.59,19.0,7339.0
2017,47,2.51,32.0,12750.0
2017,48,3.05,29.0,9505.0
2017,49,2.72,70.0,25708.0
2017,50,8.02,94.0,11722.0
2017,51,5.73,83.0,14490.0
2017,52,16.87,267.0,15824.0
2018,01,19.01,286.0,15047.0
2018,02,19.83,572.0,28850.0
2018,03,26.49,560.0,21142.0
2018,04,22.79,453.0,19878.0
2018,05,18.75,346.0,18457.0
2018,06,16.62,348.0,20939.0
2018,07,13.51,245.0,18135.0
2018,08,11.09,236.0,21285.0
2018,09,6.41,70.0,10922.0
2018,10,4.21,54.0,12815.0
2018,11,1.91,24.0,12598.0
2018,12,5.89,28.0,4755.0
2018,13,3.88,25.0,6444.0
2018,14,2.07,14.0,6773.0
2018,15,3.32,23.0,6923.0
2018,16,0.85,4.0,4731.0
2018,17,0.21,4.0,18788.0
