anno,settimana,incidenza,numero_casi,numero_assistiti
2013,42,0.36,428,1176370
2013,43,0.46,565,1222506
2013,44,0.46,563,1236842
2013,45,0.67,885,1323302
2013,46,0.77,1025,1328309
2013,47,0.95,1270,1339233
2013,48,1.23,1649,1342072
2013,49,1.42,1914,1346922
2013,50,1.71,2279,1335692
2013,51,1.95,2540,1301515
2013,52,2.23,2766,1238876
2014,01,2.96,3842,1298530
2014,02,4.12,5592,1356857
2014,03,5.0,6763,1352620
2014,04,5.73,7744,1350548
2014,05,6.51,8716,1339157
2014,06,6.62,8780,1327162
2014,07,6.22,8151,1311337
2014,08,5.5,7110,1293502
2014,09,4.69,6008,1280406
2014,10,3.91,4993,1277850
2014,11,3.36,4141,1234184
2014,12,2.83,3454,1218836
2014,13,2.02,2410,1191042
2014,14,1.6,1856,1158845
2014,15,1.21,1304,1077706
2014,16,0.83,730,876296
2014,17,0.45,310,687533
