anno,settimana,incidenza,numero_casi,numero_assistiti
2013,43,0.0,0.0,1514.0
2013,44,1.26,4.0,3176.0
2013,45,1.35,6.0,4450.0
2013,46,1.02,3.0,2936.0
2013,47,0.78,3.0,3862.0
2013,48,2.17,12.0,5534.0
2013,49,2.38,7.0,2936.0
2013,50,1.71,4.0,2336.0
2013,52,2.6,14.0,5386.0
2014,01,2.14,5.0,2336.0
2014,02,4.64,14.0,3018.0
2014,04,12.36,55.0,4450.0
2014,05,10.22,30.0,2936.0
2014,06,6.51,36.0,5534.0
2014,07,3.72,11.0,2958.0
2014,08,5.7,35.0,6144.0
2014,09,6.85,16.0,2336.0
2014,10,4.23,9.0,2126.0
2014,11,0.0,0.0,0.0
