anno,settimana,incidenza,numero_casi,numero_assistiti
2013,43,0.66,112.0,168908.0
2013,44,0.69,124.0,178938.0
2013,45,0.78,149.0,190039.0
2013,46,0.72,141.0,195620.0
2013,47,1.03,185.0,178919.0
2013,48,1.02,201.0,197411.0
2013,49,1.33,245.0,183628.0
2013,50,1.72,337.0,195431.0
2013,52,1.8,229.0,127162.0
2014,01,1.86,321.0,172344.0
2014,02,2.93,565.0,192638.0
2014,04,4.34,845.0,194920.0
2014,05,4.94,979.0,198021.0
2014,06,5.05,954.0,189096.0
2014,07,4.45,852.0,191282.0
2014,08,3.86,763.0,197819.0
2014,09,3.15,557.0,176826.0
2014,10,2.55,485.0,189944.0
2014,11,1.89,344.0,181620.0
2014,12,1.48,262.0,176498.0
2014,13,1.0,184.0,183538.0
2014,14,1.06,194.0,182805.0
