anno,settimana,incidenza,numero_casi,numero_assistiti
2013,43,0.51,6.0,11724.0
2013,44,0.53,7.0,13212.0
2013,45,0.63,9.0,14335.0
2013,46,0.38,5.0,13218.0
2013,47,0.43,6.0,13795.0
2013,48,0.28,4.0,14098.0
2013,49,0.83,16.0,19177.0
2013,50,1.54,28.0,18206.0
2013,52,1.77,17.0,9615.0
2014,01,3.2,41.0,12829.0
2014,02,2.88,49.0,16994.0
2014,04,5.36,96.0,17902.0
2014,05,6.89,133.0,19308.0
2014,06,6.27,121.0,19308.0
2014,07,8.36,128.0,15302.0
2014,08,6.29,112.0,17817.0
2014,09,4.95,87.0,17586.0
2014,10,4.17,77.0,18485.0
2014,11,4.14,61.0,14730.0
2014,12,3.61,53.0,14680.0
2014,13,2.98,41.0,13742.0
2014,14,2.54,30.0,11789.0
2014,15,2.05,22.0,10726.0
2014,16,1.81,18.0,9971.0
