anno,settimana,incidenza,numero_casi,numero_assistiti
2013,43,0.0,0.0,0.0
2013,44,0.0,0.0,0.0
2013,45,0.0,0.0,0.0
2013,46,1.03,3.0,2911.0
2013,47,1.45,8.0,5503.0
2013,48,1.34,11.0,8183.0
2013,49,1.53,12.0,7868.0
2013,50,4.52,28.0,6200.0
2013,52,2.21,14.0,6337.0
2014,01,1.74,8.0,4592.0
2014,02,1.94,3.0,1544.0
2014,04,5.42,63.0,11628.0
2014,05,5.02,34.0,6778.0
2014,06,6.75,25.0,3701.0
2014,07,8.9,61.0,6856.0
2014,08,5.35,20.0,3737.0
2014,09,8.23,43.0,5225.0
2014,10,4.53,7.0,1544.0
2014,11,0.65,2.0,3068.0
2014,12,1.3,4.0,3068.0
2014,13,3.78,10.0,2647.0
2014,14,0.65,1.0,1544.0
2014,15,0.65,1.0,1544.0
2014,16,0.65,1.0,1544.0
2014,17,0.0,0.0,1054.0
