anno,settimana,incidenza,numero_casi,numero_assistiti
2012,44,0.07,6.0,90354.0
2012,45,0.3,24.0,78691.0
2012,46,0.0,0.0,0.0
2012,47,0.41,32.0,78691.0
2012,48,0.58,50.0,85942.0
2012,49,0.67,60.0,89376.0
2012,50,0.67,59.0,88376.0
2012,51,1.18,94.0,79919.0
2012,52,0.58,32.0,54776.0
2013,01,1.54,135.0,87635.0
2013,02,2.92,250.0,85529.0
2013,03,4.7,414.0,88052.0
2013,04,5.39,481.0,89296.0
2013,05,8.31,728.0,87635.0
2013,06,10.24,859.0,83864.0
2013,07,9.13,806.0,88233.0
2013,08,9.1,712.0,78228.0
2013,09,8.75,791.0,90354.0
2013,10,6.73,549.0,81590.0
2013,11,5.35,469.0,87737.0
2013,12,4.05,360.0,88857.0
2013,13,2.19,155.0,70832.0
2013,14,1.43,127.0,88857.0
