anno,settimana,incidenza,numero_casi,numero_assistiti
2012,44,0.0,0.0,13098.0
2012,45,0.34,4.0,11899.0
2012,46,0.52,7.0,13575.0
2012,47,0.83,10.0,12027.0
2012,48,0.97,13.0,13381.0
2012,49,0.7,9.0,12826.0
2012,50,0.91,12.0,13237.0
2012,51,1.61,20.0,12446.0
2012,52,1.61,20.0,12446.0
2013,01,2.7,39.0,14420.0
2013,02,3.95,58.0,14671.0
2013,03,5.12,84.0,16420.0
2013,04,6.72,99.0,14737.0
2013,05,11.19,149.0,13317.0
2013,06,8.16,110.0,13485.0
2013,07,8.58,117.0,13630.0
2013,08,9.12,108.0,11844.0
2013,09,8.56,115.0,13437.0
