anno,settimana,numero_casi,numero_assistiti,incidenza,target
2025,42,18463,2589936,7.13,ARI
2025,43,18982,2616473,7.25,ARI
2025,44,19676,2646365,7.44,ARI
2025,45,20961,2671248,7.85,ARI
2025,46,22911,2699594,8.49,ARI
2025,47,25588,2706874,9.45,ARI
2025,48,29199,2713392,10.76,ARI
2025,49,35265,2712046,13.0,ARI
2025,50,40300,2703146,14.91,ARI
2025,51,46776,2684501,17.42,ARI
2025,52,39038,2605720,14.98,ARI
2026,01,38699,2567767,15.07,ARI
2026,02,37264,2632632,14.15,ARI
2026,03,33688,2620509,12.86,ARI
2026,04,28906,2522438,11.46,ARI
2026,05,24176,2323166,10.41,ARI
2026,06,17359,1794424,9.67,ARI
