anno,settimana,numero_casi,numero_assistiti,incidenza,target
2025,42,18438,2585912,7.13,ARI
2025,43,18961,2613048,7.26,ARI
2025,44,19652,2642940,7.44,ARI
2025,45,20936,2667823,7.85,ARI
2025,46,22865,2695013,8.48,ARI
2025,47,25542,2702293,9.45,ARI
2025,48,29175,2710682,10.76,ARI
2025,49,35235,2708927,13.01,ARI
2025,50,40268,2700027,14.91,ARI
2025,51,46726,2679410,17.44,ARI
2025,52,39003,2600629,15.0,ARI
2026,01,38699,2554419,15.15,ARI
2026,02,37020,2603459,14.22,ARI
2026,03,33075,2561967,12.91,ARI
2026,04,27043,2351798,11.5,ARI
2026,05,17404,1717126,10.14,ARI
