anno,settimana,numero_casi,numero_assistiti,incidenza,target
2025,42,18665,2594226,7.19,ARI
2025,43,19182,2620763,7.32,ARI
2025,44,19878,2650655,7.5,ARI
2025,45,21476,2675538,8.03,ARI
2025,46,23437,2703884,8.67,ARI
2025,47,26035,2711164,9.6,ARI
2025,48,29853,2719553,10.98,ARI
2025,49,36112,2719681,13.28,ARI
2025,50,41113,2710805,15.17,ARI
2025,51,47460,2692660,17.63,ARI
2025,52,39783,2611881,15.23,ARI
2026,01,39753,2591705,15.34,ARI
2026,02,38521,2671265,14.42,ARI
2026,03,35207,2666838,13.2,ARI
2026,04,31322,2636413,11.88,ARI
2026,05,28016,2578258,10.87,ARI
2026,06,24813,2490807,9.96,ARI
2026,07,20253,2267043,8.93,ARI
2026,08,12914,1697660,7.61,ARI
