anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,42,10092,2031013,4.97,ILI
2023,43,10594,2036284,5.2,ILI
2023,44,11474,2043936,5.61,ILI
2023,45,14511,2092726,6.93,ILI
2023,46,17635,2138495,8.25,ILI
2023,47,21195,2165884,9.79,ILI
2023,48,25188,2178890,11.56,ILI
2023,49,27619,2194150,12.59,ILI
2023,50,34786,2197294,15.83,ILI
2023,51,39364,2146257,18.34,ILI
2023,52,39296,2098575,18.73,ILI
2024,1,35843,2080778,17.23,ILI
2024,2,29464,2042189,14.43,ILI
2024,3,22040,1881147,11.72,ILI
2024,4,14609,1470868,9.93,ILI
