anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,42,10144,2048928,4.95,ILI
2023,43,10682,2057692,5.19,ILI
2023,44,11522,2065309,5.58,ILI
2023,45,14626,2113595,6.92,ILI
2023,46,17871,2161833,8.27,ILI
2023,47,21350,2189222,9.75,ILI
2023,48,25430,2206428,11.53,ILI
2023,49,27909,2222861,12.56,ILI
2023,50,35193,2229602,15.78,ILI
2023,51,39814,2182835,18.24,ILI
2023,52,39783,2151029,18.49,ILI
2024,1,36618,2155176,16.99,ILI
2024,2,31420,2185129,14.38,ILI
2024,3,25735,2168073,11.87,ILI
2024,4,21257,2144416,9.91,ILI
2024,5,19001,2121893,8.95,ILI
2024,6,17117,2107154,8.12,ILI
2024,7,14939,2079429,7.18,ILI
2024,8,14352,2047161,7.01,ILI
2024,9,12942,1998766,6.47,ILI
2024,10,11918,1930113,6.17,ILI
2024,11,10688,1852093,5.77,ILI
2024,12,9586,1726745,5.55,ILI
2024,13,6651,1293766,5.14,ILI
