anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,42,10142,2048121,4.95,ILI
2023,43,10677,2056217,5.19,ILI
2023,44,11518,2063834,5.58,ILI
2023,45,14622,2112120,6.92,ILI
2023,46,17865,2160358,8.27,ILI
2023,47,21337,2187747,9.75,ILI
2023,48,25424,2204953,11.53,ILI
2023,49,27899,2221386,12.56,ILI
2023,50,35175,2228127,15.79,ILI
2023,51,39792,2179996,18.25,ILI
2023,52,39757,2148190,18.51,ILI
2024,1,36598,2152337,17.0,ILI
2024,2,31387,2180739,14.39,ILI
2024,3,25709,2165234,11.87,ILI
2024,4,21227,2141577,9.91,ILI
2024,5,18944,2114483,8.96,ILI
2024,6,17001,2096180,8.11,ILI
2024,7,14808,2063463,7.18,ILI
2024,8,14112,2020377,6.98,ILI
2024,9,12561,1942450,6.47,ILI
2024,10,11436,1845694,6.2,ILI
2024,11,9729,1694059,5.74,ILI
2024,12,7144,1281944,5.57,ILI
