anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,42,10120,2035396,4.97,ILI
2023,43,10654,2042367,5.22,ILI
2023,44,11504,2049984,5.61,ILI
2023,45,14575,2099774,6.94,ILI
2023,46,17681,2144543,8.24,ILI
2023,47,21209,2171932,9.77,ILI
2023,48,25274,2186199,11.56,ILI
2023,49,27718,2200198,12.6,ILI
2023,50,34899,2204531,15.83,ILI
2023,51,39507,2153667,18.34,ILI
2023,52,39367,2112137,18.64,ILI
2024,1,36065,2102983,17.15,ILI
2024,2,30190,2097121,14.4,ILI
2024,3,23583,2015536,11.7,ILI
2024,4,18301,1891386,9.68,ILI
2024,5,13266,1554830,8.53,ILI
