anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,45,3.0,6804.0,0.44,ILI
2023,46,27.0,9079.0,2.97,ILI
2023,47,67.0,15174.0,4.42,ILI
2023,48,164.0,27346.0,6.0,ILI
2023,49,202.0,33214.0,6.08,ILI
2023,50,354.0,31317.0,11.3,ILI
2023,51,645.0,22358.0,28.85,ILI
2023,52,485.0,20472.0,23.69,ILI
2024,1,264.0,34683.0,7.61,ILI
2024,2,383.0,32105.0,11.93,ILI
2024,3,580.0,41629.0,13.93,ILI
2024,4,325.0,32300.0,10.06,ILI
2024,5,443.0,32307.0,13.71,ILI
2024,6,424.0,39739.0,10.67,ILI
2024,7,189.0,33440.0,5.65,ILI
2024,8,146.0,28341.0,5.15,ILI
2024,9,145.0,30438.0,4.76,ILI
2024,10,210.0,30120.0,6.97,ILI
2024,11,126.0,25423.0,4.96,ILI
2024,12,82.0,18017.0,4.55,ILI
2024,13,92.0,23609.0,3.9,ILI
2024,14,104.0,24159.0,4.3,ILI
2024,15,76.0,19279.0,3.94,ILI
