anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,42,10136,2040837,4.97,ILI
2023,43,10669,2049312,5.21,ILI
2023,44,11518,2056929,5.6,ILI
2023,45,14592,2104195,6.93,ILI
2023,46,17698,2148964,8.24,ILI
2023,47,21230,2176353,9.75,ILI
2023,48,25335,2194179,11.55,ILI
2023,49,27818,2210255,12.59,ILI
2023,50,35081,2216996,15.82,ILI
2023,51,39688,2168865,18.3,ILI
2023,52,39665,2133977,18.59,ILI
2024,1,36411,2129105,17.1,ILI
2024,2,30890,2142817,14.42,ILI
2024,3,25082,2110274,11.89,ILI
2024,4,20375,2059336,9.89,ILI
2024,5,17554,1971541,8.9,ILI
2024,6,14862,1839118,8.08,ILI
2024,7,10092,1501406,6.72,ILI
