anno,settimana,numero_casi,numero_assistiti,incidenza,target
2023,42,10142,2045915,4.96,ILI
2023,43,10677,2054011,5.2,ILI
2023,44,11518,2061628,5.59,ILI
2023,45,14622,2109914,6.93,ILI
2023,46,17863,2158152,8.28,ILI
2023,47,21337,2185541,9.76,ILI
2023,48,25424,2202747,11.54,ILI
2023,49,27890,2217522,12.58,ILI
2023,50,35162,2224263,15.81,ILI
2023,51,39785,2176132,18.28,ILI
2023,52,39757,2144366,18.54,ILI
2024,1,36554,2144084,17.05,ILI
2024,2,31280,2167943,14.43,ILI
2024,3,25514,2144957,11.89,ILI
2024,4,21051,2117971,9.94,ILI
2024,5,18663,2076690,8.99,ILI
2024,6,16673,2046993,8.15,ILI
2024,7,14414,2000684,7.2,ILI
2024,8,13553,1929958,7.02,ILI
2024,9,11267,1754232,6.42,ILI
2024,10,8819,1395794,6.32,ILI
