anno,settimana,incidenza,numero_casi,numero_assistiti
2022,43,1.28,21.0,16452.0
2022,44,2.92,64.0,21935.0
2022,45,4.76,92.0,19345.0
2022,46,5.98,115.0,19232.0
2022,47,9.81,202.0,20.59
2022,48,13.15,234.0,17798.0
2022,49,13.42,236.0,17582.0
2022,50,13.41,215.0,16035.0
2022,51,8.91,115.0,12903.0
2022,52,11.22,147.0,13105.0
2023,01,6.92,111.0,16035.0
2023,02,5.47,79.0,14430.0
2023,03,5.11,74.0,14481.0
2023,04,4.44,58.0,13062.0
2023,05,5.24,70.0,13368.0
2023,06,4.57,54.0,11824.0
2023,07,7.92,127.0,16035.0
2023,08,7.54,88.0,11676.0
2023,09,4.89,77.0,15739.0
2023,10,5.66,85.0,15005.0
2023,11,2.8,34.0,12160.0
2023,12,2.37,28.0,11817.0
2023,13,3.16,37.0,11723.0
