anno,settimana,incidenza,numero_casi,numero_assistiti
2022,43,2.78,642.0,230590.0
2022,44,3.79,929.0,245400.0
2022,45,4.86,1273.0,261721.0
2022,46,6.13,1529.0,249340.0
2022,47,7.98,2028.0,254043.0
2022,48,11.09,2704.0,243821.0
2022,49,12.0,3063.0,255326.0
2022,50,12.34,2858.0,231548.0
2022,51,11.28,2708.0,240158.0
2022,52,10.61,2551.0,240539.0
2023,01,10.12,2425.0,239516.0
2023,02,9.27,1909.0,205933.0
2023,03,8.07,1929.0,239036.0
2023,04,7.59,1913.0,252088.0
2023,05,7.58,1709.0,225336.0
2023,06,7.48,1789.0,239228.0
2023,07,7.79,1594.0,204617.0
2023,08,6.21,1444.0,232353.0
2023,09,5.92,1407.0,237484.0
2023,10,5.16,1308.0,253484.0
2023,11,4.85,1157.0,238429.0
2023,12,4.57,1175.0,256960.0
2023,13,4.06,957.0,235876.0
