anno,settimana,incidenza,numero_casi,numero_assistiti
2022,43,8.75,2085.0,238298.0
2022,44,8.02,1971.0,245853.0
2022,45,10.76,3042.0,282675.0
2022,46,14.36,4212.0,293294.0
2022,47,17.8,5427.0,304.85
2022,48,20.68,6123.0,296084.0
2022,49,17.33,5280.0,304706.0
2022,50,16.2,4626.0,285630.0
2022,51,13.94,3578.0,256627.0
2022,52,11.45,3015.0,263222.0
2023,01,9.64,2781.0,288341.0
2023,02,9.4,2583.0,274663.0
2023,03,8.92,2636.0,295414.0
2023,04,8.92,2585.0,289718.0
2023,05,8.95,2666.0,297910.0
2023,06,8.61,2501.0,290573.0
2023,07,9.19,2632.0,286265.0
2023,08,8.84,2514.0,284365.0
2023,09,8.64,2413.0,279163.0
2023,10,8.39,2339.0,278906.0
2023,11,6.8,1952.0,286941.0
2023,12,7.39,2192.0,296417.0
2023,13,6.38,1785.0,279787.0
2023,14,7.03,1841.0,261832.0
2023,15,6.08,1684.0,276897.0
2023,16,5.66,1465.0,258747.0
