anno,settimana,incidenza,numero_casi,numero_assistiti
2022,43,1.75,15.0,8583.0
2022,44,2.16,58.0,26893.0
2022,45,4.13,153.0,37076.0
2022,46,6.45,218.0,33797.0
2022,47,10.85,327.0,30143.0
2022,48,12.43,458.0,36841.0
2022,49,14.96,644.0,43041.0
2022,50,15.4,604.0,39212.0
2022,51,12.56,378.0,30105.0
2022,52,11.33,355.0,31328.0
2023,01,8.84,359.0,40604.0
2023,02,9.33,315.0,33756.0
2023,03,6.19,356.0,57535.0
2023,04,7.12,333.0,46779.0
2023,05,7.61,422.0,55426.0
2023,06,7.92,411.0,51918.0
2023,07,7.1,369.0,51999.0
2023,08,7.23,399.0,55217.0
2023,09,6.36,359.0,56441.0
2023,10,6.4,372.0,58121.0
2023,11,5.84,238.0,40743.0
2023,12,4.76,234.0,49178.0
2023,13,4.91,197.0,40107.0
2023,14,3.96,180.0,45470.0
2023,15,4.88,208.0,42661.0
