anno,settimana,incidenza,numero_casi,numero_assistiti
2022,43,6.37,478.0,75002.0
2022,44,6.32,547.0,86517.0
2022,45,8.84,742.0,83976.0
2022,46,9.92,824.0,83086.0
2022,47,14.03,1164.0,82943.0
2022,48,17.75,1611.0,90771.0
2022,49,19.81,1517.0,76582.0
2022,50,21.28,1793.0,84258.0
2022,51,14.75,866.0,58716.0
2022,52,13.45,847.0,62951.0
2023,01,10.83,757.0,69918.0
2023,02,11.71,800.0,68307.0
2023,03,9.24,754.0,81612.0
2023,04,9.43,690.0,73200.0
2023,05,8.8,627.0,71219.0
2023,06,10.38,737.0,70997.0
2023,07,9.48,620.0,65412.0
2023,08,7.96,586.0,73579.0
