anno,settimana,incidenza,numero_casi,numero_assistiti
2022,43,0.0,0.0,0.0
2022,44,0.0,0.0,0.0
2022,45,0.0,0.0,0.0
2022,46,0.0,0.0,0.0
2022,47,0.0,0.0,0.0
2022,48,0.0,0.0,0.0
2022,49,0.0,0.0,0.0
2022,50,0.0,0.0,0.0
2022,51,0.0,0.0,0.0
2022,52,0.0,0.0,0.0
2023,01,0.0,0.0,0.0
2023,02,0.0,0.0,0.0
2023,03,0.0,0.0,0.0
2023,04,0.0,0.0,0.0
2023,05,0.0,0.0,0.0
2023,06,0.0,0.0,0.0
2023,07,0.0,0.0,0.0
2023,08,,,
2023,09,,,
2023,10,0.0,0.0,0.0
2023,11,0.0,0.0,0.0
2023,12,0.0,0.0,0.0
2023,13,0.0,0.0,0.0
2023,14,0.0,0.0,0.0
2023,15,0.0,0.0,0.0
