anno,settimana,incidenza,numero_casi,numero_assistiti
2016,44,1.19,41.0,34348.0
2016,45,0.92,32.0,34850.0
2016,46,1.45,58.0,39961.0
2016,47,1.6,65.0,40709.0
2016,48,1.95,83.0,42632.0
2016,49,1.76,67.0,38158.0
2016,50,4.32,186.0,43045.0
2016,51,7.15,250.0,34961.0
2016,52,12.43,468.0,37665.0
2017,01,10.18,362.0,35555.0
2017,02,7.7,321.0,41704.0
2017,03,4.27,175.0,40936.0
2017,04,2.79,105.0,37623.0
2017,05,2.47,96.0,38927.0
2017,06,1.87,67.0,35809.0
2017,07,1.77,70.0,39640.0
2017,08,1.87,85.0,45443.0
2017,09,1.74,69.0,39600.0
2017,10,1.77,64.0,36096.0
2017,11,1.72,61.0,35408.0
2017,12,1.4,51.0,36413.0
2017,13,1.14,47.0,41067.0
2017,14,0.9,33.0,36801.0
2017,15,0.89,28.0,31456.0
2017,16,0.91,24.0,26390.0
2017,17,0.6,20.0,33127.0
