anno,settimana,incidenza,numero_casi,numero_assistiti
2016,44,0.0,0.0,0.0
2016,45,0.0,0.0,0.0
2016,46,0.0,0.0,0.0
2016,47,1.33,2.0,1500.0
2016,48,0.46,2.0,4371.0
2016,49,0.46,2.0,4371.0
2016,50,2.38,13.0,5469.0
2016,51,10.51,53.0,5045.0
2016,52,23.68,93.0,3928.0
2017,01,21.58,118.0,5469.0
2017,02,10.39,57.0,5488.0
2017,03,24.98,126.0,5045.0
2017,04,15.85,87.0,5488.0
2017,05,14.87,75.0,5045.0
2017,06,9.88,39.0,3947.0
2017,07,9.37,37.0,3947.0
2017,08,4.05,16.0,3947.0
2017,09,0.69,3.0,4371.0
2017,10,5.57,22.0,3947.0
2017,11,1.41,4.0,2830.0
2017,12,0.0,0.0,4371.0
2017,13,0.35,1.0,2830.0
