anno,settimana,incidenza,numero_casi,numero_assistiti
2016,44,0.63,42.0,66666.0
2016,45,1.37,78.0,56823.0
2016,46,1.36,90.0,66283.0
2016,47,1.47,97.0,65915.0
2016,48,1.89,116.0,61423.0
2016,49,2.56,138.0,53984.0
2016,50,4.27,302.0,70651.0
2016,51,8.21,466.0,56754.0
2016,52,12.03,663.0,55134.0
2017,01,8.07,500.0,61983.0
2017,02,7.77,516.0,66393.0
2017,03,6.18,399.0,64610.0
2017,04,4.25,261.0,61443.0
2017,05,3.47,208.0,59911.0
2017,06,3.09,172.0,55626.0
2017,07,2.32,137.0,59140.0
2017,08,1.87,115.0,61579.0
