anno,settimana,incidenza,numero_casi,numero_assistiti
2016,44,3.82,169.0,44268.0
2016,45,2.17,113.0,52033.0
2016,46,3.36,148.0,44089.0
2016,47,3.45,163.0,47287.0
2016,48,4.42,215.0,48627.0
2016,49,4.81,281.0,58406.0
2016,50,7.69,438.0,56949.0
2016,51,10.12,461.0,45555.0
2016,52,12.19,605.0,49611.0
2017,01,13.05,676.0,51792.0
2017,02,10.94,581.0,53118.0
2017,03,10.43,612.0,58659.0
2017,04,9.04,438.0,48454.0
2017,05,8.03,413.0,51449.0
2017,06,6.55,303.0,46279.0
2017,07,3.84,214.0,55790.0
2017,08,3.68,153.0,41523.0
2017,09,3.4,141.0,41481.0
2017,10,3.3,123.0,37305.0
2017,11,2.26,107.0,47445.0
