anno,settimana,incidenza,numero_casi,numero_assistiti
2014,45,0.54,24.0,44731.0
2014,46,0.35,16.0,46189.0
2014,47,0.57,27.0,47055.0
2014,48,0.59,29.0,49183.0
2014,49,0.87,36.0,41160.0
2014,50,1.18,53.0,44853.0
2014,51,1.37,64.0,46591.0
2014,52,1.37,64.0,46591.0
2015,01,2.63,112.0,42538.0
2015,02,3.98,182.0,45718.0
2015,03,4.6,212.0,46119.0
2015,04,4.6,212.0,46119.0
2015,05,7.61,354.0,46509.0
2015,06,8.65,431.0,49847.0
2015,07,7.66,371.0,48434.0
2015,08,7.02,333.0,47403.0
2015,09,4.13,193.0,46758.0
2015,10,3.62,173.0,47811.0
2015,11,2.81,122.0,43491.0
2015,12,2.37,105.0,44223.0
2015,13,1.9,91.0,47811.0
