anno,settimana,incidenza,numero_casi,numero_assistiti
2014,42,0.35,415,1170185
2014,43,0.48,596,1239826
2014,44,0.65,832,1277547
2014,45,0.81,1040,1289699
2014,46,0.85,1091,1288281
2014,47,1.03,1348,1305350
2014,48,1.23,1605,1302857
2014,49,1.42,1885,1326715
2014,50,1.75,2326,1330494
2014,51,2.25,2942,1308574
2014,52,2.63,3369,1280676
2015,01,4.09,5181,1265357
2015,02,6.14,8292,1349399
2015,03,8.94,12096,1352350
2015,04,10.87,14601,1343495
2015,05,10.58,14253,1346764
2015,06,9.98,13289,1331269
2015,07,8.22,10971,1335114
