anno,settimana,incidenza,numero_casi,numero_assistiti
2014,45,0.35,4.0,11331.0
2014,46,0.22,3.0,13395.0
2014,47,0.88,10.0,11331.0
2014,48,0.95,14.0,14770.0
2014,49,0.88,10.0,11331.0
2014,50,0.97,11.0,11331.0
2014,51,1.16,15.0,12946.0
2014,52,0.71,8.0,11331.0
2015,01,3.13,36.0,11510.0
2015,02,4.09,53.0,12946.0
2015,03,9.35,121.0,12946.0
2015,04,9.27,120.0,12946.0
2015,05,7.8,101.0,12946.0
2015,06,6.74,93.0,13807.0
2015,07,6.66,100.0,15010.0
2015,08,4.03,54.0,13395.0
2015,09,4.64,47.0,10128.0
2015,10,3.32,39.0,11743.0
2015,11,3.8,57.0,15010.0
2015,12,2.24,30.0,13395.0
2015,13,1.31,20.0,15219.0
2015,14,1.5,18.0,11999.0
2015,15,0.79,8.0,10128.0
2015,16,1.15,13.0,11331.0
2015,17,0.19,2.0,10399.0
