anno,settimana,incidenza,numero_casi,numero_assistiti
2014,45,0.54,21.0,38541.0
2014,46,0.69,26.0,37663.0
2014,47,0.82,37.0,45198.0
2014,48,1.24,57.0,46007.0
2014,49,1.83,85.0,46371.0
2014,50,2.01,116.0,57811.0
2014,51,3.22,245.0,76032.0
2014,52,2.9,162.0,55856.0
2015,01,5.2,275.0,52847.0
2015,02,7.27,554.0,76242.0
2015,03,12.61,941.0,74631.0
2015,04,15.27,1204.0,78866.0
2015,05,15.81,1180.0,74615.0
2015,06,13.99,1063.0,75995.0
2015,07,10.41,801.0,76922.0
2015,08,9.17,653.0,71193.0
2015,09,6.84,476.0,69621.0
2015,10,6.29,449.0,71363.0
2015,11,5.28,338.0,64045.0
2015,12,4.14,234.0,56525.0
2015,13,3.23,206.0,63869.0
2015,14,2.78,126.0,45374.0
2015,15,1.63,74.0,45357.0
2015,16,1.51,67.0,44486.0
2015,17,0.93,26.0,27958.0
