anno,settimana,incidenza,numero_casi,numero_assistiti
2014,45,0.0,0.0,0.0
2014,46,0.0,0.0,0.0
2014,47,0.0,0.0,0.0
2014,48,0.0,0.0,0.0
2014,49,0.0,0.0,0.0
2014,50,0.0,0.0,0.0
2014,51,0.0,0.0,0.0
2014,52,7.79,19.0,2438.0
2015,01,6.15,15.0,2438.0
2015,02,4.29,4.0,932.0
2015,03,6.15,15.0,2438.0
2015,04,7.3,11.0,1507.0
2015,05,43.99,41.0,932.0
2015,06,0.0,0.0,0.0
2015,07,12.88,12.0,932.0
2015,08,0.0,0.0,0.0
2015,09,7.51,7.0,932.0
2015,10,0.0,0.0,0.0
2015,11,3.98,6.0,1507.0
2015,12,0.0,0.0,0.0
2015,13,0.0,0.0,0.0
2015,14,0.0,0.0,0.0
2015,15,0.0,0.0,0.0
