anno,settimana,incidenza,numero_casi,numero_assistiti
2016,42,0.59,711,1195202
2016,43,0.71,910,1278606
2016,44,0.81,1084,1337438
2016,45,0.98,1340,1368032
2016,46,1.25,1726,1378292
2016,47,1.58,2178,1376418
2016,48,2.0,2727,1362363
2016,49,2.52,3447,1369108
2016,50,4.31,6080,1410698
2016,51,7.24,9781,1351057
2016,52,9.57,13051,1364195
2017,01,9.09,12178,1340131
2017,02,8.7,11961,1374557
2017,03,7.61,10486,1377649
2017,04,6.61,8996,1360334
2017,05,5.64,7649,1357172
2017,06,4.25,5652,1328704
2017,07,3.19,4203,1315730
2017,08,2.64,3437,1303076
2017,09,2.19,2785,1274081
2017,10,1.76,2219,1261984
2017,11,1.48,1848,1246411
2017,12,1.24,1525,1226681
2017,13,1.04,1214,1166026
2017,14,0.87,1007,1152973
2017,15,0.69,747,1082410
2017,16,0.58,566,977887
