anno,settimana,incidenza,numero_casi,numero_assistiti
2016,44,0.64,52.0,81649.0
2016,45,1.01,73.0,71926.0
2016,46,1.3,110.0,84590.0
2016,47,1.17,83.0,71001.0
2016,48,1.29,97.0,75092.0
2016,49,1.29,90.0,69673.0
2016,50,1.77,132.0,74642.0
2016,51,2.67,143.0,53489.0
2016,52,3.35,232.0,69201.0
2017,01,3.97,271.0,68348.0
2017,02,4.98,392.0,78670.0
2017,03,5.69,395.0,69389.0
2017,04,4.58,320.0,69818.0
2017,05,4.36,313.0,71785.0
2017,06,4.13,285.0,69002.0
2017,07,3.61,266.0,73673.0
2017,08,3.57,248.0,69443.0
2017,09,2.92,234.0,80090.0
2017,10,2.98,209.0,70138.0
2017,11,2.25,166.0,73840.0
2017,12,2.13,138.0,64668.0
2017,13,2.46,156.0,63377.0
2017,14,1.78,131.0,73715.0
2017,15,1.22,75.0,61509.0
2017,16,1.23,74.0,60257.0
