anno,settimana,incidenza,numero_casi,numero_assistiti,target
2016,44,1.09,52.0,47789.0,ILI
2016,45,0.64,34.0,53005.0,ILI
2016,46,0.79,40.0,50700.0,ILI
2016,47,1.0,49.0,49060.0,ILI
2016,48,1.18,59.0,49841.0,ILI
2016,49,1.41,68.0,48357.0,ILI
2016,50,3.14,159.0,50577.0,ILI
2016,51,4.75,225.0,47348.0,ILI
2016,52,8.24,376.0,45647.0,ILI
2017,1,8.5,430.0,50603.0,ILI
2017,2,7.54,379.0,50296.0,ILI
2017,3,7.1,308.0,43389.0,ILI
2017,4,6.19,284.0,45856.0,ILI
2017,5,4.26,218.0,51195.0,ILI
2017,6,3.25,148.0,45494.0,ILI
2017,7,2.9,127.0,43769.0,ILI
2017,8,2.22,110.0,49439.0,ILI
2017,9,1.61,76.0,47330.0,ILI
2017,10,1.47,71.0,48152.0,ILI
2017,11,0.76,34.0,44915.0,ILI
