anno,settimana,incidenza,numero_casi,numero_assistiti,target
2016,44,0.24,4.0,16812.0,ILI
2016,45,0.99,14.0,14116.0,ILI
2016,46,0.32,4.0,12622.0,ILI
2016,47,0.53,9.0,16843.0,ILI
2016,48,0.68,8.0,11750.0,ILI
2016,49,1.69,28.0,16591.0,ILI
2016,50,2.26,34.0,15022.0,ILI
2016,51,3.88,16.0,4121.0,ILI
2016,52,6.73,54.0,8025.0,ILI
2017,1,6.2,99.0,15969.0,ILI
2017,2,10.84,176.0,16236.0,ILI
2017,3,13.83,204.0,14755.0,ILI
2017,4,14.57,244.0,16744.0,ILI
2017,5,11.37,163.0,14338.0,ILI
2017,6,6.43,82.0,12756.0,ILI
2017,7,4.37,69.0,15777.0,ILI
2017,8,3.43,51.0,14888.0,ILI
2017,9,2.06,29.0,14086.0,ILI
2017,10,2.39,33.0,13799.0,ILI
2017,11,0.58,6.0,10290.0,ILI
2017,12,1.88,29.0,15466.0,ILI
2017,13,1.36,20.0,14753.0,ILI
2017,14,1.24,12.0,9655.0,ILI
