anno,settimana,incidenza,numero_casi,numero_assistiti,target
2016,44,0.28,2.0,7201.0,ILI
2016,45,1.18,37.0,31433.0,ILI
2016,46,1.02,20.0,19697.0,ILI
2016,47,1.79,69.0,38594.0,ILI
2016,48,3.36,63.0,18740.0,ILI
2016,49,4.23,252.0,59514.0,ILI
2016,50,8.31,367.0,44170.0,ILI
2016,51,13.87,609.0,43893.0,ILI
2016,52,17.17,731.0,42579.0,ILI
2017,1,17.18,737.0,42891.0,ILI
2017,2,13.07,327.0,25022.0,ILI
2017,3,8.99,586.0,65193.0,ILI
2017,4,7.03,433.0,61593.0,ILI
2017,5,5.68,248.0,43654.0,ILI
2017,6,4.92,271.0,55124.0,ILI
2017,7,5.23,240.0,45880.0,ILI
