anno,settimana,incidenza,numero_casi,numero_assistiti
2016,44,0.28,2.0,7201.0
2016,45,1.18,37.0,31433.0
2016,46,1.02,20.0,19697.0
2016,47,1.79,69.0,38594.0
2016,48,3.36,63.0,18740.0
2016,49,4.23,252.0,59514.0
2016,50,8.31,367.0,44170.0
2016,51,13.87,609.0,43893.0
2016,52,17.17,731.0,42579.0
2017,01,17.18,737.0,42891.0
2017,02,13.07,327.0,25022.0
2017,03,8.99,586.0,65193.0
2017,04,7.03,433.0,61593.0
2017,05,5.68,248.0,43654.0
2017,06,4.92,271.0,55124.0
2017,07,5.23,240.0,45880.0
2017,08,3.13,151.0,48251.0
2017,09,4.22,67.0,15877.0
2017,10,1.69,65.0,38482.0
2017,11,2.22,56.0,25175.0
2017,12,2.82,117.0,41509.0
2017,13,1.38,56.0,40580.0
