anno,settimana,incidenza,numero_casi,numero_assistiti,target
2016,44,0.31,2.0,6521.0,ILI
2016,45,0.26,2.0,7820.0,ILI
2016,46,1.41,13.0,9211.0,ILI
2016,47,2.39,22.0,9211.0,ILI
2016,48,3.27,26.0,7958.0,ILI
2016,49,2.94,43.0,14649.0,ILI
2016,50,5.3,71.0,13397.0,ILI
2016,51,8.2,105.0,12806.0,ILI
2016,52,9.63,143.0,14852.0,ILI
2017,1,9.04,109.0,12053.0,ILI
2017,2,8.21,99.0,12053.0,ILI
2017,3,8.22,98.0,11923.0,ILI
2017,4,4.97,51.0,10259.0,ILI
2017,5,4.41,53.0,12029.0,ILI
2017,6,4.85,27.0,5568.0,ILI
2017,7,3.09,33.0,10670.0,ILI
2017,8,2.7,35.0,12982.0,ILI
2017,9,2.32,20.0,8615.0,ILI
2017,10,1.97,17.0,8615.0,ILI
2017,11,2.37,12.0,5065.0,ILI
2017,12,1.03,11.0,10646.0,ILI
2017,13,0.41,3.0,7388.0,ILI
2017,14,0.76,5.0,6567.0,ILI
