anno,settimana,incidenza,numero_casi,numero_assistiti
2016,44,0.76,145.0,190094.0
2016,45,0.93,180.0,193637.0
2016,46,1.23,257.0,208427.0
2016,47,1.71,336.0,196232.0
2016,48,1.84,363.0,197293.0
2016,49,1.62,297.0,182958.0
2016,50,3.5,691.0,197495.0
2016,51,5.7,882.0,154610.0
2016,52,8.5,1365.0,160621.0
2017,01,6.25,1160.0,185522.0
2017,02,6.61,1383.0,209328.0
2017,03,5.87,1233.0,209923.0
2017,04,5.41,1121.0,207248.0
2017,05,4.49,908.0,202394.0
2017,06,3.43,662.0,192922.0
2017,07,2.55,512.0,201089.0
2017,08,1.95,391.0,200962.0
2017,09,1.58,315.0,199618.0
2017,10,1.36,264.0,193741.0
2017,11,1.21,207.0,171236.0
2017,12,0.94,180.0,191943.0
2017,13,0.58,101.0,175484.0
