anno,settimana,incidenza,numero_casi,numero_assistiti,target
2016,44,0.0,0.0,0.0,ILI
2016,45,0.0,0.0,1610.0,ILI
2016,46,0.0,0.0,1610.0,ILI
2016,47,0.0,0.0,0.0,ILI
2016,48,0.0,0.0,0.0,ILI
2016,49,0.0,0.0,0.0,ILI
2016,50,0.0,0.0,1420.0,ILI
2016,51,0.0,0.0,0.0,ILI
2016,52,0.0,0.0,0.0,ILI
2017,1,0.0,0.0,0.0,ILI
2017,2,0.0,0.0,0.0,ILI
2017,3,0.0,0.0,0.0,ILI
2017,4,0.0,0.0,0.0,ILI
2017,5,0.0,0.0,0.0,ILI
2017,6,0.0,0.0,0.0,ILI
2017,7,0.0,0.0,0.0,ILI
2017,8,0.0,0.0,0.0,ILI
2017,9,0.0,0.0,0.0,ILI
2017,10,0.0,0.0,0.0,ILI
2017,11,0.0,0.0,0.0,ILI
2017,12,0.0,0.0,0.0,ILI
