anno,settimana,incidenza,numero_casi,numero_assistiti,target
2016,44,2.43,30.0,12323.0,ILI
2016,45,2.63,35.0,13332.0,ILI
2016,46,2.89,48.0,16610.0,ILI
2016,47,3.69,57.0,15461.0,ILI
2016,48,3.99,63.0,15798.0,ILI
2016,49,5.46,89.0,16293.0,ILI
2016,50,7.36,91.0,12368.0,ILI
2016,51,11.18,112.0,10020.0,ILI
2016,52,12.61,176.0,13953.0,ILI
2017,1,8.57,106.0,12368.0,ILI
2017,2,12.54,175.0,13953.0,ILI
2017,3,12.36,164.0,13265.0,ILI
2017,4,14.22,198.0,13923.0,ILI
2017,5,11.77,164.0,13928.0,ILI
2017,6,13.27,179.0,13487.0,ILI
