anno,settimana,incidenza,numero_casi,numero_assistiti
2016,44,0.84,35.0,41792.0
2016,45,1.03,53.0,51688.0
2016,46,1.48,79.0,53485.0
2016,47,3.0,187.0,62238.0
2016,48,3.01,187.0,62223.0
2016,49,4.34,353.0,81335.0
2016,50,7.65,555.0,72552.0
2016,51,14.3,1026.0,71745.0
2016,52,16.27,1187.0,72939.0
2017,01,12.99,930.0,71603.0
2017,02,10.53,784.0,74424.0
2017,03,9.61,799.0,83116.0
2017,04,7.48,525.0,70218.0
2017,05,7.95,484.0,60883.0
2017,06,4.71,299.0,63462.0
2017,07,3.67,244.0,66498.0
2017,08,3.62,222.0,61404.0
2017,09,3.14,166.0,52790.0
2017,10,2.35,133.0,56643.0
2017,11,1.72,88.0,51244.0
2017,12,1.32,63.0,47697.0
2017,13,1.11,54.0,48436.0
2017,14,1.16,53.0,45818.0
2017,15,0.51,14.0,27247.0
