anno,settimana,incidenza,numero_casi,numero_assistiti
2020,49,1.43,345.0,240656.0
2020,50,1.37,258.0,188219.0
2020,51,1.35,298.0,220009.0
2020,52,1.25,259.0,206961.0
2020,53,1.44,295.0,205123.0
2021,01,1.17,263.0,224634.0
2021,02,1.27,252.0,198388.0
2021,03,1.38,277.0,201049.0
2021,04,1.14,218.0,190929.0
2021,05,1.36,288.0,211523.0
2021,06,1.51,316.0,209515.0
2021,07,1.43,364.0,254047.0
2021,08,1.33,309.0,232059.0
2021,09,1.46,271.0,186125.0
2021,10,1.16,272.0,235202.0
2021,11,1.12,255.0,228049.0
2021,12,0.74,169.0,227647.0
2021,13,0.69,159.0,229010.0
2021,14,0.68,172.0,254542.0
2021,15,0.73,180.0,245125.0
2021,16,0.93,230.0,247752.0
