anno,settimana,incidenza,numero_casi,numero_assistiti,target
2018,43,1.45,142.0,97875.0,ILI
2018,44,1.68,164.0,97683.0,ILI
2018,45,2.47,248.0,100393.0,ILI
2018,46,2.73,261.0,95659.0,ILI
2018,47,3.48,341.0,98118.0,ILI
2018,48,3.12,269.0,86306.0,ILI
2018,49,3.82,370.0,96853.0,ILI
2018,50,5.23,476.0,90987.0,ILI
2018,51,5.63,486.0,86252.0,ILI
2018,52,5.3,486.0,91709.0,ILI
2019,1,8.33,752.0,90292.0,ILI
2019,2,10.03,971.0,96788.0,ILI
2019,3,10.71,1019.0,95118.0,ILI
2019,4,12.45,1140.0,91599.0,ILI
2019,5,11.77,1202.0,102095.0,ILI
2019,6,9.64,912.0,94601.0,ILI
2019,7,8.17,806.0,98647.0,ILI
2019,8,7.92,696.0,87918.0,ILI
2019,9,6.57,554.0,84363.0,ILI
2019,10,4.87,437.0,89664.0,ILI
2019,11,4.43,371.0,83732.0,ILI
2019,12,4.25,400.0,94038.0,ILI
2019,13,4.28,369.0,86234.0,ILI
2019,14,3.88,322.0,82959.0,ILI
2019,15,2.78,244.0,87826.0,ILI
2019,16,2.23,166.0,74542.0,ILI
2019,17,1.67,164.0,98017.0,ILI
