anno,settimana,incidenza,numero_casi,numero_assistiti,target
2018,43,1.47,2.0,1363.0,ILI
2018,44,0.54,4.0,7374.0,ILI
2018,45,0.74,5.0,6765.0,ILI
2018,46,0.81,8.0,9864.0,ILI
2018,47,1.7,31.0,18213.0,ILI
2018,48,1.6,21.0,13141.0,ILI
2018,49,3.0,46.0,15308.0,ILI
2018,50,3.16,59.0,18681.0,ILI
2018,51,1.96,25.0,12758.0,ILI
2018,52,7.77,119.0,15321.0,ILI
2019,1,7.21,140.0,19412.0,ILI
2019,2,11.21,225.0,20078.0,ILI
2019,3,21.25,551.0,25931.0,ILI
2019,4,23.42,597.0,25495.0,ILI
2019,5,22.26,594.0,26682.0,ILI
2019,6,18.41,385.0,20913.0,ILI
2019,7,12.87,386.0,29999.0,ILI
2019,8,11.19,265.0,23672.0,ILI
2019,9,10.24,149.0,14548.0,ILI
