anno,settimana,incidenza,numero_casi,numero_assistiti,target
2018,43,1.68,20.0,11875.0,ILI
2018,44,1.78,23.0,12953.0,ILI
2018,45,2.11,25.0,11875.0,ILI
2018,46,2.19,35.0,15955.0,ILI
2018,47,2.52,51.0,20250.0,ILI
2018,48,1.89,32.0,16948.0,ILI
2018,49,1.77,32.0,18119.0,ILI
2018,50,1.95,38.0,19462.0,ILI
2018,51,2.26,41.0,18112.0,ILI
2018,52,2.25,42.0,18647.0,ILI
2019,1,2.93,62.0,21133.0,ILI
2019,2,4.62,101.0,21860.0,ILI
2019,3,5.14,121.0,23555.0,ILI
2019,4,8.36,194.0,23210.0,ILI
2019,5,10.63,189.0,17784.0,ILI
2019,6,10.07,205.0,20349.0,ILI
2019,7,7.67,168.0,21909.0,ILI
2019,8,5.26,107.0,20329.0,ILI
2019,9,4.43,80.0,18058.0,ILI
2019,10,2.25,40.0,17790.0,ILI
2019,11,2.37,46.0,19388.0,ILI
2019,12,2.46,40.0,16260.0,ILI
2019,13,1.36,22.0,16152.0,ILI
2019,14,1.53,22.0,14381.0,ILI
2019,15,1.1,12.0,10895.0,ILI
2019,16,0.0,0.0,7732.0,ILI
