anno,settimana,incidenza,numero_casi,numero_assistiti,target
2018,43,0.0,0.0,0.0,ILI
2018,44,0.0,0.0,0.0,ILI
2018,45,0.0,0.0,0.0,ILI
2018,46,0.0,0.0,2185.0,ILI
2018,47,2.13,7.0,3290.0,ILI
2018,48,1.64,9.0,5472.0,ILI
2018,49,2.25,12.0,5326.0,ILI
2018,50,2.0,13.0,6513.0,ILI
2018,51,4.02,14.0,3481.0,ILI
2018,52,0.96,3.0,3141.0,ILI
2019,1,2.89,13.0,4501.0,ILI
2019,2,5.25,23.0,4379.0,ILI
2019,3,4.62,12.0,2598.0,ILI
2019,4,6.35,48.0,7564.0,ILI
2019,5,12.14,116.0,9555.0,ILI
2019,6,9.83,64.0,6513.0,ILI
2019,7,6.17,47.0,7618.0,ILI
