anno,settimana,incidenza,numero_casi,numero_assistiti,target
2018,42,0.79,1088,1383696,ILI
2018,43,0.95,1319,1393870,ILI
2018,44,1.01,1421,1409120,ILI
2018,45,1.47,2073,1408965,ILI
2018,46,1.77,2529,1425042,ILI
2018,47,2.13,3031,1426304,ILI
2018,48,2.38,3405,1430097,ILI
2018,49,2.75,3922,1425673,ILI
2018,50,3.31,4723,1428727,ILI
2018,51,3.71,5266,1418940,ILI
2018,52,4.26,5897,1384353,ILI
2019,1,5.72,8041,1405198,ILI
2019,2,7.62,10907,1430734,ILI
2019,3,10.04,14269,1421136,ILI
2019,4,12.47,17714,1421086,ILI
2019,5,14.06,19893,1415062,ILI
