anno,settimana,incidenza,numero_casi,numero_assistiti
2018,43,1.47,2.0,1363.0
2018,44,0.54,4.0,7374.0
2018,45,0.74,5.0,6765.0
2018,46,0.81,8.0,9864.0
2018,47,1.7,31.0,18213.0
2018,48,1.6,21.0,13141.0
2018,49,3.0,46.0,15308.0
2018,50,3.16,59.0,18681.0
2018,51,1.96,25.0,12758.0
2018,52,7.77,119.0,15321.0
2019,01,7.21,140.0,19412.0
2019,02,11.21,225.0,20078.0
2019,03,21.25,551.0,25931.0
2019,04,23.42,597.0,25495.0
2019,05,22.26,594.0,26682.0
2019,06,18.41,385.0,20913.0
2019,07,12.87,386.0,29999.0
2019,08,11.19,265.0,23672.0
2019,09,10.24,149.0,14548.0
2019,10,7.93,103.0,12990.0
2019,11,5.75,97.0,16879.0
2019,12,4.49,39.0,8694.0
2019,13,2.32,28.0,12071.0
2019,14,1.84,32.0,17403.0
2019,15,2.66,29.0,10891.0
2019,16,3.72,15.0,4037.0
